"comic_id","Title","Writer","Artist","Studio/Publisher","Release Year","Format","Theme (Color Style)","Genre","Country of Origin","Page Count","Rating (out of 10)","Status","Language","Age Rating","Awards","Volume Count"
"CMC-02919","Doom Patrol: and the Birds of Prey","Dennis O'Neil","James Tynion IV","DC Comics","2011","Graphic Novel","Full Color / Limited Palette","Superhero / Action","USA","678","7.3","Completed","English","Mature","Harvey Award Winner","2"
"CMC-02920","Azure Warrior","Fumi Takahashi","Takashi Yamamoto","Kadokawa (Yen Press)","2003","Tankobon","Grayscale","Martial Arts / Action","Japan","6113","8.1","Completed","Japanese","Teen+","None","33"
"CMC-02921","Last Void","Sean Murphy","Sean Murphy","Kodansha Comics","2009","Hardcover","Full Color","Horror / Thriller","USA","1362","8.2","Ongoing","English","Teen+","Eisner Award Nominee","2"
"CMC-02922","Undying Sword (Manhua)","Wei Yi","Wei Yi","IQIYI","2023","Manhua Volume","Full Color (Digital)","Wuxia / Action","China","647","7.7","Ongoing","Chinese","Young Adult","Kodansha Manga Award Winner","24"
"CMC-02923","Wind Hunter","Mei Ito","Riku Mori","Square Enix (Viz Media)","2021","Single Issue / Tankobon","Grayscale","Dark Fantasy / Action","Japan","1247","8.3","Completed","Japanese","Mature","None","7"
"CMC-02924","We Gate","SIU","Go Ye-jin","Kakao Webtoon","2017","Webtoon","Full Color (Pastel)","Sports / Action","South Korea / USA","1722","7.1","Completed","Korean","All Ages","None","13"
"CMC-02925","Green Lantern: Hush","George Perez","Brian Azzarello","DC (Black Label)","2001","Single Issue","Full Color","Sci-Fi / Political Satire","USA","656","8.1","Completed","English","Mature","None","2"
"CMC-02926","Fire and Wire","Seth","Kat Leyh","Drawn & Quarterly","2021","Omnibus","Full Color","Dark Fantasy / Horror","Australia","1423","8.3","Hiatus","English","Mature","National Book Award Finalist","10"
"CMC-02927","Smoke Cure Last","Jean Giraud","Riad Sattouf","Vents d'Ouest","2001","Trade Paperback","Full Color","Comedy / Adventure","Netherlands","393","7.5","Completed","Spanish","Mature","Kodansha Manga Award Winner","4"
"CMC-02928","Les Voyage","Carlos Ezquerra","Carlos Ezquerra","Sandawe","2009","Hardcover Album","Black & White","Adventure / Historical","Spain","172","7.5","Hiatus","Spanish","Teen+","None","5"
"CMC-02929","Ink City","Gene Luen Yang","Gene Luen Yang","Vault Comics","2005","Hardcover","Full Color / Limited Palette","Fantasy / Drama","Canada","1608","7.2","Completed","English","Mature","None","1"
"CMC-02930","Black Diary","Ren Kobayashi","Ren Kobayashi","Kodansha (Kodansha USA)","2014","Digital Manga","Black & White","Isekai / Fantasy","Japan","3226","9.2","Hiatus","Japanese","Young Adult","Eisner Award Nominee","13"
"CMC-02931","Invincible Ghost Rider","Ta-Nehisi Coates","Kurt Busiek","Marvel Comics","2017","Graphic Novel","Full Color","Superhero / Action","USA","1030","7.8","Completed","English","Teen+","Locus Award Winner","13"
"CMC-02932","New Avengers: Blood Hunt","Garth Ennis (Marvel)","Saladin Ahmed","Marvel Comics","2001","Digital Single Issue","Full Color","Superhero / Political","USA","95","8.3","Hiatus","English","Teen+","None","14"
"CMC-02933","Old City","Faith Erin Hicks","Ryan North","Self-Published","2001","Hardcover","Full Color","Fantasy / Action","USA","2038","7.5","Ongoing","English","Teen+","Harvey Award Nominee","2"
"CMC-02934","Void Air","James Tynion IV","Donny Cates","Source Point Press","2024","Trade Paperback","Black & White","Sci-Fi / Drama","USA","1779","8.0","Completed","English","Mature","Eagle Award Winner","4"
"CMC-02935","Young Avengers: Astonishing","Peter David","Mark Millar","Marvel Comics","2020","Single Issue","Full Color","Superhero / Mythology","USA","1020","7.4","Ongoing","English","Teen+","Japan Media Arts Award Winner","10"
"CMC-02936","Silver Gate","Hiroshi Araya","Hiroshi Araya","Square Enix (Viz Media)","2020","Digital Manga","Black & White","Action / Supernatural","Japan","4852","8.6","Completed","Japanese","Teen+","Locus Award Winner","12"
"CMC-02937","Demon Legendary Strongest Regression","Writer J","Nam Hyun-jun","Kakao / Yen Press","2018","Digital Webtoon","Full Color (Digital)","Reincarnation / Fantasy","South Korea / USA","2490","7.4","Completed","Korean","Mature","None","4"
"CMC-02938","Ink and Stone","Daniel Clowes","Daniel Clowes","Bad Idea","2026","Trade Paperback","Full Color","Sci-Fi / Action","Australia","2499","8.6","Ongoing","English","Mature","National Book Award Finalist","4"
"CMC-02939","Silver Legacy","Riku Matsumoto","Jin Okamoto","Kadokawa (Yen Press)","2022","Manga Volume","Full Color (Special Edition)","Fantasy / Adventure","Japan","1905","7.8","Hiatus","Japanese","Young Adult","National Book Award Finalist","30"
"CMC-02940","F-Ranked I Comeback","Kwon Min-ji","Oh Jae-won","Naver Series","2024","Webtoon Chapter Collection","Full Color (Digital)","Manhwa / Action","South Korea","2127","8.6","Ongoing","Korean","Mature","None","18"
"CMC-02941","Fresh Start Wasp","Chip Zdarsky","Jordan White","Marvel Comics","2021","Digital Single Issue","Full Color / Limited Palette","Superhero / Sci-Fi","USA","1303","7.8","Ongoing","English","Teen+","None","4"
"CMC-02942","Rise of Iron Fist","Vita Ayala","Bendis","Marvel Comics","2018","Digital Single Issue","Full Color","Superhero / Political","USA","767","8.0","Completed","English","All Ages","None","9"
"CMC-02943","Azure Chronicles (Manhua)","Huang Yi","Hiroshi Araya","Mango Comics","2024","Webtoon (Chinese)","Black & White","Sports / Action","China","5270","7.4","Ongoing","Chinese","All Ages","None","1"
"CMC-02944","Bear Legacy","Yori Maeda","Ryu Hashimoto","Square Enix (Viz Media)","2006","Single Issue / Tankobon","Black & White","Comedy / Slice of Life","Japan","3495","8.2","Ongoing","Japanese","Teen+","Harvey Award Nominee","21"
"CMC-02945","Cure Ink Echo Bleu","Laurent Vicomte","Matthieu Bonhomme","Vents d'Ouest","2004","Album","Black & White","War / Historical","France","87","7.4","Completed","French","Young Adult","Harvey Award Winner","6"
"CMC-02946","Violet of the Gods","Haruki Tanaka","Ryo Kondo","Kadokawa (Yen Press)","2019","Manga Volume","Full Color (Special Edition)","Music / Drama","Japan","2159","8.5","Ongoing","Japanese","Mature","None","5"
"CMC-02947","Blood Rival","Kazushi Hagiwara","Kazushi Hagiwara","Square Enix (Viz Media)","2014","Manga Volume","Grayscale","Mecha / Sci-Fi","Japan","4481","8.2","Cancelled","Japanese","Mature","None","13"
"CMC-02948","Thor: Annihilation","Fred Van Lente","Tini Howard","Marvel Comics","2024","Trade Paperback","Full Color","Superhero / Drama","USA","1400","8.1","Completed","English","Mature","Angouleme Award Winner","4"
"CMC-02949","Queen Hero Tower","Baek Sung","Writer J","Mr. Blue Corp","2015","Digital Webtoon","Full Color (Digital)","Dungeon / Action","South Korea","4507","8.1","Completed","Korean","Teen+","National Book Award Finalist","9"
"CMC-02950","Doom Patrol: 100-Page Giant","Chuck Dixon","Gail Simone","DC (Vertigo)","2021","Trade Paperback","Full Color","Crime / Noir","USA","281","7.9","Completed","English","Young Adult","None","14"
"CMC-02951","Immortal Fantastic Four","Ta-Nehisi Coates","Tom DeFalco","Marvel Comics","2000","Digital Single Issue","Full Color / Limited Palette","Superhero / Coming of Age","USA","474","7.4","Ongoing","English","Teen+","None","11"
"CMC-02952","Void Empire","Lee Dae","Bae Soo","MangaToon","2023","Webtoon Chapter Collection","Full Color (Digital)","Romance / Fantasy","South Korea / USA","2329","8.1","Completed","Korean","Teen+","Hugo Award Winner","9"
"CMC-02953","Obsidian Companion","Sasuke Uchiha style","Sara Ogawa","Kadokawa (Yen Press)","2025","Digital Manga","Black & White","Mecha / Sci-Fi","Japan","2421","7.6","Ongoing","Japanese","All Ages","Kodansha Manga Award Winner","45"
"CMC-02954","Fantastic Four: Trial of","Charles Soule","Ed Brubaker","Marvel Comics","2019","Omnibus","Full Color / Limited Palette","Superhero / Political","USA","122","8.2","Ongoing","English","Mature","None","8"
"CMC-02955","Iron Story","Taka Nishimura","Ken Goto","Kadokawa (Yen Press)","2018","Manga Volume","Black & White","Slice of Life / Drama","Japan","6945","8.4","Ongoing","Japanese","Mature","None","21"
"CMC-02956","Void Hero Ascent of Union","Kwon Min-ji","Kwon Min-ji","Lezhin Comics","2021","Webtoon","Full Color (Digital)","Martial Arts / Fantasy","South Korea","2238","8.0","Completed","Korean","Young Adult","None","4"
"CMC-02957","Wood City","Ed Brubaker","Tillie Walden","Manga","2008","Hardcover","Full Color","Horror / Thriller","Canada","1160","8.1","Cancelled","English","Teen+","None","6"
"CMC-02958","Spectacular Deadpool","Nick Spencer","Peter David","Marvel Comics","2016","Single Issue","Full Color / Limited Palette","Superhero / Sci-Fi","USA","796","8.6","Completed","English","Teen+","Eagle Award Winner","10"
"CMC-02959","Bear Gate","Akio Hayashi","Goku style","Ichijinsha","2005","Tankobon","Black & White","Music / Drama","Japan","4439","8.1","Ongoing","Japanese","Young Adult","Harvey Award Nominee","22"
"CMC-02960","Broken Hero (Manhua)","Lan Lin Wang Fei","Naruto Uzumaki style","ACGN.CC","2017","Digital Manhua","Full Color (Digital)","Sports / Action","China","731","7.5","Completed","Chinese","Mature","Japan Media Arts Award Winner","20"
"CMC-02961","Wild Eye (Manhua)","Fei Wo Si Cun","Fei Wo Si Cun","Dongman Rongshu","2017","Manhua Volume","Full Color (Digital)","Action / Xianxia","China","2077","9.1","Completed","Chinese","Young Adult","None","4"
"CMC-02962","Vortex Warrior","Kazushi Hagiwara","Takashi Yamamoto","Kadokawa (Yen Press)","2021","Digital Manga","Grayscale","Mystery / Thriller","Japan","5145","8.2","Completed","Japanese","Teen+","Hugo Award Winner","25"
"CMC-02963","Violet Report","Fumi Takahashi","Fumi Takahashi","Ichijinsha","2015","Digital Manga","Full Color (Special Edition)","Seinen / Drama","Japan","1842","8.3","Hiatus","Japanese","Mature","Locus Award Winner","27"
"CMC-02964","Bear Ascension","Masakazu Katsura","Jiro Saito","Houbunsha","2018","Tankobon","Full Color (Special Edition)","Martial Arts / Action","Japan","3446","7.9","Completed","Japanese","Mature","None","34"
"CMC-02965","Broken Evolution","Nao Suzuki","Eiichiro Oda","Akita Shoten","2011","Tankobon","Grayscale","Seinen / Drama","Japan","3742","7.8","Ongoing","Japanese","Mature","None","8"
"CMC-02966","Wood Road","Joe Sacco","Gene Luen Yang","Titan Comics","2005","Hardcover","Full Color","Horror / Supernatural","USA","1472","7.5","Ongoing","English","Young Adult","None","9"
"CMC-02967","King Hunter Counterattack","SIU","Writer J","Naver / Line Webtoon","2016","Digital Webtoon","Full Color (Digital)","Romance / Fantasy","South Korea","456","8.6","Hiatus","Korean","Teen+","None","8"
"CMC-02968","End of Nova","Nick Spencer","Charles Soule","Marvel Comics","2020","Graphic Novel","Full Color","Superhero / Coming of Age","USA","94","8.4","Completed","English","Teen+","None","3"
"CMC-02969","Venom: Rising","Bill Mantlo","Garth Ennis (Marvel)","Marvel Comics","2021","Omnibus","Full Color / Limited Palette","Superhero / Horror","USA","1097","8.3","Ongoing","English","Teen+","None","8"
"CMC-02970","God Counterattack","Cho Jun","Moon Kyung-jin","Tapas Media","2011","Webtoon","Full Color (Digital)","System / Fantasy","South Korea","4354","8.3","Completed","Korean","Young Adult","None","18"
"CMC-02971","Ice Nexus (Manhua)","Qi Zhen","Qi Zhen","Lofter","2013","Webtoon (Chinese)","Full Color (Digital)","Historical / Romance","China","2035","7.9","Ongoing","Chinese","Young Adult","None","12"
"CMC-02972","After Metal","Neil Gaiman","Neil Gaiman","Vault Comics","2020","Digital Single Issue","Watercolor","Mystery / Thriller","USA","2010","8.2","Completed","English","Young Adult","None","6"
"CMC-02973","Shattered of the Gods","Nana Inoue","Yuki Tanaka","Kodansha (Crunchyroll)","2025","Digital Manga","Grayscale","Historical / Drama","Japan","178","7.9","Ongoing","Japanese","Mature","None","4"
"CMC-02974","Hero Realm","Lim Tae-yang","Manhwaga K","NT Novel","2022","Webtoon Chapter Collection","Full Color (Digital)","Romance / Fantasy","South Korea / USA","1160","7.8","Completed","Korean","Mature","Eisner Award Winner","19"
"CMC-02975","Fallen Report (Manhua)","Qian Lu","Tomo Yoshimura","Kuaikan Comics","2022","Manhua Volume","Full Color","Action / Xianxia","China","4414","8.9","Hiatus","Chinese","Teen+","None","6"
"CMC-02976","Ant-Man: All-New","Noelle Stevenson","Sean McKeever","Marvel Comics","2013","Hardcover","Full Color","Superhero / Mythology","USA","1395","8.1","Completed","English","Young Adult","None","9"
"CMC-02977","Silver Nightmare","Kira Matsuda","Sora Fujimoto","Kodansha (Kodansha USA)","2011","Tankobon","Full Color (Special Edition)","Gaming / Comedy","Japan","2357","7.1","Ongoing","Japanese","Mature","Manga Taisho Award Winner","31"
"CMC-02978","Dead Flux","Grant Morrison","Frank Miller","Norton Graphic Novels","2015","Digital Single Issue","Full Color","Adventure / Comedy","Canada","1651","7.4","Ongoing","English","Mature","None","5"
"CMC-02979","SSS-Ranked Tower","Manhwaga K","Manhwaga K","Ridibooks","2016","Webtoon Chapter Collection","Full Color (Pastel)","Drama / Romance","South Korea","1349","8.5","Completed","Korean","All Ages","Angouleme Award Winner","8"
"CMC-02980","Das Rust Silver Le","Dave Gibbons","Dave Gibbons","Drawn & Quarterly (Canada)","2021","Album","Watercolor","Western / Action","Germany","65","6.6","Hiatus","Italian","Young Adult","None","8"
"CMC-02981","Only of Stone","Alison Bechdel","Chris Ware","Dark Horse Comics","2011","Digital Single Issue","Full Color / Limited Palette","Dark Fantasy / Horror","USA","92","8.3","Ongoing","English","Mature","None","10"
"CMC-02982","Undying of Zero","Jin Okamoto","Jin Okamoto","Hakusensha (Dark Horse)","2015","Tankobon","Grayscale","Horror / Supernatural","Japan","3606","7.9","Ongoing","Japanese","Teen+","Angouleme Award Winner","16"
"CMC-02983","Ivory King","Masashi Kishimoto","Yuna Yamaguchi","Houbunsha","2025","Digital Manga","Black & White","Sci-Fi / Adventure","Japan","6777","8.4","Ongoing","Japanese","Teen+","None","17"
"CMC-02984","F-Ranked Tower","Moon Da","Moon Da","Kakao / Yen Press","2000","Digital Webtoon","Full Color (Digital)","Office / Romance","South Korea","2488","8.3","Completed","Korean","Young Adult","None","13"
"CMC-02985","Atom: and Robin","Jeph Loeb","Mark Waid","DC (Vertigo)","2018","Graphic Novel","Full Color","Sci-Fi / Political Satire","USA","411","7.6","Completed","English","All Ages","None","10"
"CMC-02986","Deathstroke: Rebirth","Greg Rucka","Jeremy Adams","DC Comics","2023","Hardcover","Full Color","Sci-Fi / Political Satire","USA","1659","8.3","Completed","English","Teen+","Eisner Award Winner","15"
"CMC-02987","and Robin Green Lantern","Phillip Kennedy Johnson","Dennis O'Neil","DC Comics","2023","Digital Single Issue","Full Color / Limited Palette","Sci-Fi / Political Satire","USA","1084","8.4","Ongoing","English","Young Adult","Manga Taisho Award Winner","4"
"CMC-02988","The Red Fire","Chip Kidd","Victoria Jamieson","Top Shelf Productions","2012","Trade Paperback","Full Color","Slice of Life / Drama","New Zealand","1469","8.0","Ongoing","English","Teen+","None","3"
"CMC-02989","Dusk Rival","Daisuke Imai","Daisuke Imai","Shueisha (Viz Media)","2021","Tankobon","Grayscale","Fantasy / Adventure","Japan","4197","8.3","Ongoing","Japanese","Mature","Harvey Award Nominee","17"
"CMC-02990","We Return of Comeback","Solo Player","Solo Player","NT Novel","2015","Digital Webtoon","Full Color / Limited Palette","Dungeon / Action","South Korea","1730","8.1","Ongoing","Korean","Mature","None","19"
"CMC-02991","Dead Broken","Adrian Tomine","Alison Bechdel","Vault Comics","2025","Hardcover","Grayscale","Crime / Thriller","New Zealand","1403","7.6","Completed","English","Young Adult","None","11"
"CMC-02992","Abyss Warrior","Yuki Tanaka","Aya Shimizu","Kodansha (Crunchyroll)","2019","Digital Manga","Grayscale","School / Romance","Japan","838","7.7","Cancelled","Japanese","Mature","Japan Media Arts Award Winner","1"
"CMC-02993","Venom: Last Stand of","Kurt Busiek","Tom King","Marvel Comics","2017","Graphic Novel","Full Color (Digital)","Superhero / Thriller","USA","378","7.8","Ongoing","English","Young Adult","None","5"
"CMC-02994","Iron Man: Venomverse","Dan Slott","Garth Ennis (Marvel)","Marvel Comics","2003","Digital Single Issue","Full Color / Limited Palette","Superhero / Drama","USA","226","6.8","Completed","English","Mature","None","2"
"CMC-02995","The Smoke Lightning","Joe Hill","Alison Bechdel","Humanoids","2018","Webcomic","Full Color","Post-Apocalyptic / Action","USA","658","8.0","Ongoing","English","Mature","Eagle Award Winner","5"
